C,k,beta2,xbar,dwell
50,44.26518987341772,0.11469620253164559,0.28182000838845833,0.6
50,44.89683544303797,0.10206329113924051,0.2764691830398345,0.6
50,45.528481012658226,0.08943037974683543,0.2739643715102436,0.6
50,46.16012658227848,0.07679746835443035,0.27173008575084756,0.6
50,46.79177215189873,0.06416455696202528,0.26873837349390817,0.6
50,47.42341772151899,0.0515316455696202,0.26454933560069005,0.6
50,48.05506329113924,0.03889873417721512,0.2583421047644493,0.6
50,48.686708860759495,0.026265822784810045,0.2485287558156098,0.6
50,49.31835443037975,0.013632911392404967,0.24522515368657086,0.58
50,49.95,0.0009999999999998899,0.2241493971855997,0.58
60,0.05,0.9991666666666666,-0.0880844317394869,0.3333333333333333
60,0.8081012658227849,0.9865316455696203,-0.06570045810266321,0.35
60,1.5662025316455697,0.9738966244725739,-0.03421268134526067,0.36666666666666664
60,2.324303797468354,0.9612616033755275,0.004035402189820473,0.36666666666666664
60,3.082405063291139,0.9486265822784811,0.046288573943432824,0.38333333333333336
60,3.840506329113924,0.9359915611814346,0.09137064756661266,0.4166666666666667
60,4.598607594936708,0.9233565400843882,0.15270193183615366,0.45
60,5.356708860759493,0.9107215189873418,0.21950029590054956,0.4666666666666667
60,6.114810126582278,0.8980864978902954,0.2714054719751964,0.5
60,6.872911392405063,0.885451476793249,0.31278498235651353,0.5166666666666667
60,7.631012658227848,0.8728164556962026,0.34573120238913985,0.5333333333333333
60,8.389113924050633,0.8601814345991561,0.3718392421326953,0.5333333333333333
60,9.147215189873418,0.8475464135021097,0.3924020914250621,0.55
60,9.905316455696203,0.8349113924050633,0.4085388535594138,0.5833333333333334
60,10.663417721518988,0.8222763713080169,0.42127402936730396,0.5833333333333334
60,11.421518987341774,0.8096413502109705,0.430081545207461,0.6
60,12.179620253164558,0.797006329113924,0.43597215546160156,0.6
60,12.937721518987342,0.7843713080168776,0.4388378717007559,0.6166666666666667
60,13.695822784810128,0.7717362869198312,0.439440399028354,0.6166666666666667
60,14.453924050632912,0.7591012658227848,0.43617414841003754,0.6166666666666667
60,15.212025316455698,0.7464662447257384,0.43553024985350447,0.6166666666666667
60,15.970126582278482,0.7338312236286919,0.44079403157316815,0.6333333333333333
60,16.728227848101266,0.7211962025316456,0.44404723807213814,0.6333333333333333
60,17.48632911392405,0.7085611814345991,0.4468841325666656,0.6333333333333333
60,18.244430379746834,0.6959261603375528,0.4491719849198018,0.6333333333333333
60,19.002531645569622,0.6832911392405063,0.4509019686119501,0.65
60,19.760632911392406,0.6706561181434598,0.4511966483784711,0.65
60,20.51873417721519,0.6580210970464135,0.4504595718238273,0.65
60,21.276835443037974,0.645386075949367,0.44963733630587854,0.65
60,22.03493670886076,0.6327510548523207,0.4479199727857989,0.65
60,22.793037974683546,0.6201160337552742,0.4460035517134706,0.65
60,23.55113924050633,0.6074810126582278,0.444088734016434,0.65
60,24.309240506329115,0.5948459915611815,0.44155310534223974,0.65
60,25.0673417721519,0.582210970464135,0.43849825024214706,0.65
60,25.825443037974683,0.5695759493670887,0.43630162148613993,0.65
60,26.58354430379747,0.5569409282700422,0.43370534586102777,0.65
60,27.341645569620255,0.5443059071729958,0.4307205256699959,0.65
60,28.09974683544304,0.5316708860759494,0.427347200790445,0.65
60,28.857848101265823,0.519035864978903,0.42497394028995206,0.65
60,29.615949367088607,0.5064008438818566,0.4224824522577672,0.65
60,30.374050632911395,0.49376582278481007,0.4197123082200695,0.65
60,31.13215189873418,0.4811308016877637,0.416646436358324,0.65
60,31.890253164556963,0.4684957805907173,0.413262911117998,0.65
60,32.64835443037975,0.4558607594936709,0.4110908217950298,0.65
60,33.40645569620253,0.4432257383966245,0.40881898628063124,0.65
60,34.164556962025316,0.4305907172995781,0.4063148134539865,0.65
60,34.922658227848096,0.4179556962025317,0.4035555690758146,0.65
